id,org_name,event_name,event_description,event_start_date,event_end_date,days_of_week,start_time,end_time,more_info,fee,admission_price,site_location_name,event_photo,events_category,age_group_eligibility_tags,race_ethnicity_eligibility_tags,special_needs_eligibility_tags,sogi_eligibility_tags,language_eligibility_tags,site_address,site_phone,site_email,latitude,longitude,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
40705_rpd,SF Rec Park,Drop-in: Pickleball,Pickleball  is a fast-paced and challenging sport that can provide hours of fun and  excitement for players of all skill levels. Come drop in to play the fastest  growing sport in America.,2026/01/08 12:00:00 AM,2026/03/12 12:00:00 AM,Th,12:00:00,15:30:00,sfrecpark.org/register,False,,EUREKA VALLEY REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,100 Collingwood St,(415) 831-6810,,37.760481000001,-122.436256500002,POINT (-122.4362565 37.760481),Castro/Upper Market,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40656_rpd,SF Rec Park,Cyanotype for All,"Join us    for a one-day workshop exploring one of the oldest photographic processes,    the cyanotype. This alternative process produces a characteristic blue hued    photographic print. In this workshop participants will use found objects like    flowers, plants, or other common items to create unique photograms using the    cyanotype process. We will cover the basics of the process from mixing and    applying emulsion to exposure and development. Participants are encouraged to    bring their own objects with them on the day. Advice will be provided on    suitable objects.",2026/03/14 12:00:00 AM,2026/03/14 12:00:00 AM,Sa,11:00:00,15:00:00,sfrecpark.org/register,True,,HARVEY MILK PHOTO CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,50 Scott St,(415) 554-9522,,37.769499000001,-122.434623000002,POINT (-122.434623 37.769499),Haight Ashbury,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40810_rpd,SF Rec Park,Archery - Open Range,"Hone your archery skills at our open range! Practice with a variety of target faces, including 3D options, and enjoy distances suited for all skill levels. Personal equipment is recommended, but loaner equipment is available. Note: This is a self-guided session—no formal instruction provided.",2026/03/12 12:00:00 AM,2026/03/12 12:00:00 AM,Th,18:00:00,20:00:00,sfrecpark.org/register,True,,MISSION REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,2450 Harrison St,(415) 695-5012,,37.758150000001,-122.412600000002,POINT (-122.4126 37.75815),Mission,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40564_rpd,SF Rec Park,Pilates - All Levels,"Pilates    is a body conditioning routine that seeks to build flexibility, strength,    endurance, and coordination without adding muscle bulk. In addition, Pilates    increases circulation and helps to sculpt the body and strengthen the body's    core or powerhouse (torso). People who do Pilates regularly feel they have    better posture, are less prone to injury, and experience better overall    health.",2026/01/06 12:00:00 AM,2026/02/24 12:00:00 AM,T,12:00:00,13:00:00,sfrecpark.org/register,True,,UPPER NOE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,295 Day St @ Sanchez St,(415) 970-8061,,37.742580000001,-122.428494000002,POINT (-122.428494 37.74258),Noe Valley,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40488_rpd,SF Rec Park,Drop-in: Lap Swim,"Drop-in times can include additional programs and the pool is shared and lanes may vary. For additional questions, please call the pool directly at 415-337-9085",2025/08/19 12:00:00 AM,2025/12/27 12:00:00 AM,Tue-Sat,07:00:00,17:00:00,sfrecpark.org/register,True,,COFFMAN SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,1700 Visitacion Ave,(415) 337-9085,,37.713564605757,-122.415401051524,POINT (-122.415401052 37.713564606),Visitacion Valley,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40415_rpd,SF Rec Park,Pickleball - Women's Beginning /Intermediate,"Come play the fastest growing sport in America. Pickleball is a combination of tennis, ping pong, and badminton. It’s a super fun game & is easy to learn. This class is open to beginner and intermediate players.",2025/10/30 12:00:00 AM,2025/12/18 12:00:00 AM,Th,14:00:00,15:00:00,sfrecpark.org/register,True,,MOSCONE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,1800 Chestnut St @ Buchanan St,(415) 292-2045,,37.801422000001,-122.433187500002,POINT (-122.4331875 37.801422),Marina,2.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40441_rpd,SF Rec Park,Tennis - Women's Intermediate,"The    Maunupau Method/Learning & Fun Tennis System(LAFTS) curriculum uses a    progressive learning module to teach entry level students to play tennis with    proper technique. Students can expect to learn grips, swing flight paths,    stances, the art of the rally, shoulders being perpendicular to the net,    & match play. This is not a beginner's class.",2025/10/28 12:00:00 AM,2025/12/16 12:00:00 AM,T,18:00:00,19:00:00,sfrecpark.org/register,True,,MOSCONE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,1800 Chestnut St @ Buchanan St,(415) 292-2045,,37.801422000001,-122.433187500002,POINT (-122.4331875 37.801422),Marina,2.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40795_rpd,SF Rec Park,Archery - Open Range,"Hone    your archery skills at our open range! Practice with a variety of target    faces, including 3D options, and enjoy distances suited for all skill levels.    Personal equipment is recommended, but loaner equipment is available. Note:    This is a self-guided session—no formal instruction provided.",2026/01/22 12:00:00 AM,2026/01/22 12:00:00 AM,Th,16:00:00,18:00:00,sfrecpark.org/register,True,,MISSION REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,2450 Harrison St,(415) 695-5012,,37.758150000001,-122.412600000002,POINT (-122.4126 37.75815),Mission,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
111756_sfpl,SF Public Library,Storytime: For Babies,"Songs, rhymes and books for infants and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…",2026/01/06 12:00:00 AM,2026/01/06 12:00:00 AM,,13:15:00,13:45:00,https://sfpl.org/events/2026/01/06/storytime-babies-0,False,,Ingleside,https://sfpl.org//sites/default/files/topics/StorytimeforBabies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1298 Ocean Avenue,415-355-2898,ingmgr@sfpl.org,37.724058000001,-122.456290500002,POINT (-122.4562905 37.724058),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
99399_sfpl,SF Public Library,Activity: Saturday Morning Playtime,"Make new friends and play with toys, listen to music and meet your neighbors. For ages 0–5 and their caregivers.",2025/12/20 12:00:00 AM,2025/12/20 12:00:00 AM,,11:00:00,13:00:00,https://sfpl.org/events/2025/12/20/activity-saturday-morning-playtime,False,,Potrero,https://sfpl.org//sites/default/files/2025-10/25245.png,Library Events,"Families with children below 18 years old, Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1616 20th Street,415-355-2822,potmgr@sfpl.org,37.760067000001,-122.397615000002,POINT (-122.397615 37.760067),Potrero Hill,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
127456_sfpl,SF Public Library,Activity: Wild Goose Qigong with Chunfu Cai,Learn relaxed postures and gentle breathing exercises during this weekly drop-in class designed to promote better health and wellness. Please note…,2025/12/28 12:00:00 AM,2025/12/28 12:00:00 AM,,09:00:00,10:00:00,https://sfpl.org/events/2025/12/28/activity-wild-goose-qigong-chunfu-cai,False,,Marina,https://sfpl.org//sites/default/files/topics/WeavingStories_2025_newWebBanner%281%29.jpg,Library Events,TAY (Ages 18-24),,,,,1890 Chestnut Street,415-355-2823,marmgr@sfpl.org,37.801314000001,-122.434182000002,POINT (-122.434182 37.801314),Marina,2.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40921_rpd,SF Rec Park,Basketball,"Shoot some hoops or just improve your 3 point shot. Experience the thrill of competition, the agony of defeat and the joy of friendship. Different recreation centers will have different set ups for game playing.",2026/01/10 12:00:00 AM,2026/01/24 12:00:00 AM,Sa,09:00:00,10:00:00,sfrecpark.org/register,True,,PALEGA REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,500 Felton St @ Holyoke St,(415) 831-6828,,37.728918000001,-122.409882000002,POINT (-122.409882 37.728918),Portola,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40431_rpd,SF Rec Park,Tennis - Intermediate Live Ball,"Live    Ball is a new format which emphasizes on court competitive drills in a fun,    fast, & exciting game format. This tennis course is not for the entry    level beginning player.",2025/10/30 12:00:00 AM,2025/12/18 12:00:00 AM,Th,17:30:00,18:30:00,sfrecpark.org/register,True,,GLEN CANYON REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,70 Elk St,(415) 337-4705,,37.736199000001,-122.440045500002,POINT (-122.4400455 37.736199),Glen Park,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39307_rpd,SF Rec Park,Drop-in: Basketball,,2025/09/03 12:00:00 AM,2025/12/17 12:00:00 AM,W,10:00:00,14:00:00,sfrecpark.org/register,False,,BETTY ANN ONG CHINESE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,1199 Mason St @ Washington St,(415) 359-9103,,37.794294000001,-122.411466000002,POINT (-122.411466 37.794294),Nob Hill,3.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39423_rpd,SF Rec Park,Drop-in: Table Tennis,,2025/09/06 12:00:00 AM,2026/01/03 12:00:00 AM,Sa,13:00:00,16:45:00,sfrecpark.org/register,False,,RICHMOND REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,251 - 18th Ave,(415) 666-7020,,37.783215000001,-122.477976000002,POINT (-122.477976 37.783215),Outer Richmond,1.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40614_rpd,SF Rec Park,Zumba - Drop-in,There is now a minimal fee for Indoor Zumba. Walk-up outdoor classes are free. Visit sfrecpark.org/zumba for a full list of current class information. Purchase a discounted multi-visit pass at sfrecpark.org/register under Passes & Memberships.,2026/01/05 12:00:00 AM,2026/03/09 12:00:00 AM,M,17:00:00,18:00:00,sfrecpark.org/register,False,,SAN FRANCISCO RECREATION & PARKS,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,501 Stanyan St,(415) 831-2700,,37.772208000001,-122.454477000002,POINT (-122.454477 37.772208),Golden Gate Park,1.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
118020_sfpl,SF Public Library,Storytime: For Toddlers,Space limited. Tickets available on a first come basis at door&nbsp;starting at 11:00am.,2025/12/29 12:00:00 AM,2025/12/29 12:00:00 AM,,11:15:00,11:45:00,https://sfpl.org/events/2025/12/29/storytime-toddlers-1,False,,Noe Valley/Sally Brunn,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5), Families with children below 18 years old",,,,,451 Jersey Street,415-355-5707,nvamgr@sfpl.org,37.750302000001,-122.435118000002,POINT (-122.435118 37.750302),Noe Valley,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
10012824_sfdec,Family Connections Centers,"Grupo de apoyo &#8211; Portola (Spanish, Support Group)","Nuestros Grupos de Apoyo para hispanohablantes son oportunidades semanales para que las familias hagan preguntas, aprendan nuevos consejos para padres, y discutan temas sobre el desarrollo infantil. A weekly group for caregivers to connect, gain support with issues and questions, and explore child development topics. Coordinators lead engaging activities, such as book discussions and craft projects. Idioma / language: Español Preguntas: Laura, lgarcia@fccenters.org Link para registrarse",2025/12/22 12:00:00 AM,2025/12/22 12:00:00 AM,,09:45:00,10:45:00,https://sfdec.org/event/grupo-de-apoyo-portola-spanish-support-group/2025-12-22/,,,2565 San Bruno Avenue,,Events for Ages 0-5,,,,,Spanish,2565 San Bruno Avenue,,,37.729467000001,-122.404180500002,POINT (-122.4041805 37.729467),Portola,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39202_rpd,SF Rec Park,After School Program - West Portal Wait List,"**You are adding to the wait list only**The After School program is currently full. You are adding to the wait list for the 2025-26 school year. If a spot opens up and we are able to offer you a spot, we will reach out. This afterschool program only pick up participants from West Portal.  Our after school program is an experience that provides a safe and nurturing environment for youth in grades K-5 to develop life long recreation and leisure skills. Participants will receive homework assistance, be exposed to an environment that will promote literacy, encourage communication and empowerment skills while providing recreation activities that include sports, group games, arts and culture, community exploration and seasonal special events. All staff and volunteers receive background checks and are trained in safety skills. Start times may vary based on the school release time. The fee for the school year is $1,080. Parents will have the option to pay the entire fee upon registration. Payment plans are available. $270 is due upon registration and on the first day of October, January and March of the school year.",2025/08/18 12:00:00 AM,2026/06/03 12:00:00 AM,M-F,14:00:00,18:00:00,sfrecpark.org/register,False,,WEST PORTAL PLGD,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens,,,,,131 Lenox Way @ Ulloa St,(415) 831-2700,,37.741608000001,-122.465259000002,POINT (-122.465259 37.741608),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39474_rpd,SF Rec Park,Drop-in: Pickleball,Pickleball  is a fast-paced and challenging sport that can provide hours of fun and  excitement for players of all skill levels. Come drop in to play the fastest  growing sport in America.,2025/09/05 12:00:00 AM,2025/12/19 12:00:00 AM,F,12:00:00,15:30:00,sfrecpark.org/register,False,,EUREKA VALLEY REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,100 Collingwood St,(415) 831-6810,,37.760481000001,-122.436256500002,POINT (-122.4362565 37.760481),Castro/Upper Market,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41104_rpd,SF Rec Park,Level 3,"This class builds on the skills learned in Levels 1 and 2. Participants learn to swim the front crawl and elementary backstroke at rudimentary proficiency levels and are introduced to the scissors and dolphin kicks. Participants learn the survival float and increase the time duration for treading water. Participants also learn the rules for headfirst entries and begin to learn to enter the water headfirst from a seated position at poolside (if the water is 9 feet deep or deeper). On successful completion of Level 3, participants have achieved basic water competency in a pool environment. Prerequisite: Successful completion of Level 2. Children must be 48 to participate.  Registration is limited to one swim class per participant.",2026/01/07 12:00:00 AM,2026/01/30 12:00:00 AM,"W,F",15:45:00,16:15:00,sfrecpark.org/register,True,,MARTIN LUTHER KING JR. SWIMMING POOL,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens; Teens; TAY,,,,,5701 3rd St,(415) 822-2807,,37.725948000001,-122.393308500002,POINT (-122.3933085 37.725948),Bayview Hunters Point,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
138551_sfpl,SF Public Library,Storytime: For Toddlers Bilingual in Español/English,Space limited. Tickets available on a first come basis at Garfield&nbsp;Recreation Center Entrance&nbsp;starting at 10:30am.,2026/01/15 12:00:00 AM,2026/01/15 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2026/01/15/storytime-toddlers-bilingual-espanolenglish-0,False,,Mission,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1234 Valencia Street,415-355-2800,mismgr@sfpl.org,37.753110000001,-122.421060000002,POINT (-122.42106 37.75311),Mission,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
135809_sfpl,SF Public Library,Workshop: STEM Crystal Tree,Grow a crystal tree while learning about the different structures of matter. For ages 8–12.Teen-planned and presented by…,2026/01/08 12:00:00 AM,2026/01/08 12:00:00 AM,,16:30:00,18:00:00,https://sfpl.org/events/2026/01/08/workshop-stem-crystal-tree,False,,Glen Park,https://sfpl.org//sites/default/files/topics/Science.jpg,Library Events,"Children/Pre-Teens (Ages 5-13), Children/Pre-Teens (Ages 5-13), Teens (Ages 13-18)",,,,,2825 Diamond Street,415-355-2858,gpamgr@sfpl.org,37.733940000001,-122.433903000002,POINT (-122.433903 37.73394),Glen Park,8.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
103330_sfpl,SF Public Library,Storytime: For Toddlers,"Books, songs, movement and more. For toddlers 16 months through age 2 and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including…",2025/12/22 12:00:00 AM,2025/12/22 12:00:00 AM,,15:30:00,16:00:00,https://sfpl.org/events/2025/12/22/storytime-toddlers,False,,Park,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1833 Page Street,415-355-5656,parmgr@sfpl.org,37.770273000001,-122.451052500002,POINT (-122.4510525 37.770273),Haight Ashbury,5.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
129724_sfpl,SF Public Library,Storytime: For Babies,"Songs, rhymes and books for infants and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…",2026/01/08 12:00:00 AM,2026/01/08 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2026/01/08/storytime-babies,False,,Chinatown/Him Mark Lai,https://sfpl.org//sites/default/files/topics/StorytimeforBabies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1135 Powell Street,415-355-2888,chimgr@sfpl.org,37.795230000001,-122.410197000002,POINT (-122.410197 37.79523),Chinatown,3.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
41209_rpd,SF Rec Park,Karate Kidz,"Karate originated in the Okinawa Islands of Japan and has branched out into many different styles. Karate Kidz is a structured class that teaches formalized, sequenced movements which represent offensive and defensive postures known as Kata. Students will also learn kicking, punching, blocking and other open hand techniques. Students will have the opportunity to purchase a uniform and belts for an extra fee.",2026/01/14 12:00:00 AM,2026/03/04 12:00:00 AM,W,17:00:00,18:00:00,sfrecpark.org/register,True,,MINNIE & LOVIE WARD REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens,,,,,650 Capitol St @ Montana St,(415) 337-4710,,37.71619002441,-122.459037467676,POINT (-122.459037468 37.716190024),Oceanview/Merced/Ingleside,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
132718_sfpl,SF Public Library,Workshop: Slime Time,Flex your inner chemist skills and mix household ingredients to make slime. For ages 7 and older.&nbsp;,2026/01/07 12:00:00 AM,2026/01/07 12:00:00 AM,,14:00:00,15:00:00,https://sfpl.org/events/2026/01/07/workshop-slime-time,False,,Excelsior,https://sfpl.org//sites/default/files/topics/Science.jpg,Library Events,Children/Pre-Teens (Ages 5-13),,,,,4400 Mission Street,415-355-2868,excmgr@sfpl.org,37.727028000001,-122.433246000002,POINT (-122.433246 37.727028),Outer Mission,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
144840_sfpl,SF Public Library,Workshop: Pricing for Profitability in 2026,"Learn how to determine a profitable pricing model, manage rising costs and plan for a financially stronger 2026.A practical workshop for existing…",2026/01/12 12:00:00 AM,2026/01/12 12:00:00 AM,,11:30:00,14:00:00,https://sfpl.org/events/2026/01/12/workshop-pricing-profitability-2026,False,,Excelsior,https://sfpl.org//sites/default/files/topics/Small-Biz.png,Library Events,TAY (Ages 18-24),,,,,4400 Mission Street,415-355-2868,excmgr@sfpl.org,37.727028000001,-122.433246000002,POINT (-122.433246 37.727028),Outer Mission,11.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
125042_sfpl,SF Public Library,Activity: Chess Club,Learn to play chess or improve your game.&nbsp;For beginners and aspiring tournament players.&nbsp;For children ages 5 and older.&nbsp;,2025/12/21 12:00:00 AM,2025/12/21 12:00:00 AM,,14:30:00,16:00:00,https://sfpl.org/events/2025/12/21/activity-chess-club,False,,Ingleside,https://sfpl.org//sites/default/files/2025-06/22987.png,Library Events,"Families with children below 18 years old, Teens (Ages 13-18)",,,,,1298 Ocean Avenue,415-355-2898,ingmgr@sfpl.org,37.724058000001,-122.456290500002,POINT (-122.4562905 37.724058),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40728_rpd,SF Rec Park,Drop-in: Basketball,,2026/01/07 12:00:00 AM,2026/03/11 12:00:00 AM,W,10:00:00,14:00:00,sfrecpark.org/register,False,,BETTY ANN ONG CHINESE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,All Ages,,,,,1199 Mason St @ Washington St,(415) 359-9103,,37.794294000001,-122.411466000002,POINT (-122.411466 37.794294),Nob Hill,3.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40543_rpd,SF Rec Park,Jose Coronado Futsal League - Independent Team 5U-12U,"Please join us for the 27th Annual SFRPD Jose Coronado Futsal League this winter! This registration is for Team Managers or Head Coaches of 11U/6th Grade and younger teams to reserve their team's spot in our league and make or schedule their payment. Payments are due online or in person (501 Stanyan St M-F 9-5pm) by 5pm on Nov. 16th.Once registered, you'll receive a link to create your team in LeagueApps, which will create a unique link for you to send to your players' parents and coaches to have them formally register for you team.",2026/01/11 12:00:00 AM,2026/03/08 12:00:00 AM,S,08:00:00,19:00:00,sfrecpark.org/register,True,,SAN FRANCISCO RECREATION & PARKS,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,TAY,,,,,501 Stanyan St,(415) 831-2700,,37.772208000001,-122.454477000002,POINT (-122.454477 37.772208),Golden Gate Park,1.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
95433_sfpl,SF Public Library,Storytime: For Toddlers,Playtime to follow storytime.,2025/12/31 12:00:00 AM,2025/12/31 12:00:00 AM,,11:00:00,11:30:00,https://sfpl.org/events/2025/12/31/storytime-toddlers,False,,Visitacion Valley,https://sfpl.org//sites/default/files/topics/StorytimeforToddlers.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,201 Leland Avenue,415-355-2848,vvamgr@sfpl.org,37.712520000001,-122.407780500002,POINT (-122.4077805 37.71252),Visitacion Valley,10.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
10013351_sfdec,Instituto Familiar de la Raza,Consultas disponibles (Spanish),Los Jueves de 10am-12pm y de 1pm-4pm &nbsp; Un espacio donde los padres pueden hacer consultas sobre el desarrollo y comportamiento de sus hijos o alguna otra asesoría que requieran. Para mas informacion Lorena de la Rosa al 415-229-0567 Email: lorenadelarosa@ifrsf.org,2025/12/25 12:00:00 AM,2025/12/25 12:00:00 AM,,10:00:00,12:00:00,https://sfdec.org/event/consultas-disponibles-spanish/2025-12-25/,,,2919 Mission Street,https://sfdec.org/wp-content/uploads/2025/08/11.2025-Horas-de-Consulta-pdf.jpg,Events for Ages 0-5,,,,,Spanish,2919 Mission Street,(415) 229-0500,info@ifrsf.org,37.750311000001,-122.417928000002,POINT (-122.417928 37.750311),Mission,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
40045_rpd,SF Rec Park,Teen Timeout,"Garfield Teen Timeout is a creative safe space for middle and high school youth to express themselves through art, music, dance, and mentorship. Teens will receive academic support, emotional guidance, and opportunities for physical wellness in a fun, supportive environment designed to help them grow and thrive. Drop-in using your free Play Pass!",2025/09/08 12:00:00 AM,2025/12/16 12:00:00 AM,"M,T",18:00:00,20:00:00,sfrecpark.org/register,False,,GARFIELD SQUARE,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Pre-Teens; Teens; TAY,,,,,1271 Treat St,(415) 831-2700,,37.749873178722,-122.412712359648,POINT (-122.41271236 37.749873179),Mission,9.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
39978_rpd,SF Rec Park,Tennis - Winter  Break Camp,"The    Winter Break Tennis Camp will use the Maunupau Method-Learning & Fun    Tennis System curriculum (MM-LAFTS). Campers will learn grips, stances,    appropriate footwork, correct swing flight paths for volleys/groundstrokes,    the art of the rally, fun games/drills, & match play in a progressive fun    format. Students will also learn vocabulary, chess, & an art project that    is tennis related.",2025/12/22 12:00:00 AM,2025/12/24 12:00:00 AM,"M,T,W",09:00:00,15:00:00,sfrecpark.org/register,True,,MOSCONE REC CENTER,https://upload.wikimedia.org/wikipedia/en/0/0b/San_Francisco_Recreation_%26_Parks_Department_Logo.jpg,Sports & Recreation,Children; Pre-Teens,,,,,1800 Chestnut St @ Buchanan St,(415) 292-2045,,37.801422000001,-122.433187500002,POINT (-122.4331875 37.801422),Marina,2.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
129666_sfpl,SF Public Library,Activity: LEGO Free Play,"Build skyscrapers, forts, castles or whatever your imagination desires with LEGOs. For ages 5–10.",2025/12/20 12:00:00 AM,2025/12/20 12:00:00 AM,,11:00:00,12:30:00,https://sfpl.org/events/2025/12/20/activity-lego-free-play,False,,Chinatown/Him Mark Lai,https://sfpl.org//sites/default/files/2025-03/20437.jpg,Library Events,Children/Pre-Teens (Ages 5-13),,,,,1135 Powell Street,415-355-2888,chimgr@sfpl.org,37.795230000001,-122.410197000002,POINT (-122.410197 37.79523),Chinatown,3.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
111754_sfpl,SF Public Library,Storytime: For Babies,"Songs, rhymes and books for infants and their caregivers.&nbsp;  Learn more about storytimes with SFPL, including current offerings, at…",2025/12/23 12:00:00 AM,2025/12/23 12:00:00 AM,,13:30:00,14:00:00,https://sfpl.org/events/2025/12/23/storytime-babies-3,False,,Ingleside,https://sfpl.org//sites/default/files/topics/StorytimeforBabies.jpg,Library Events,"Toddlers (Ages 1-3), Pre-School (Ages 3-5)",,,,,1298 Ocean Avenue,415-355-2898,ingmgr@sfpl.org,37.724058000001,-122.456290500002,POINT (-122.4562905 37.724058),West of Twin Peaks,7.0,2025/12/17 12:00:00 AM,2025/12/17 07:05:14 AM
